City_ID,City,Country,Max Temp,Weather Description,Lat,Lng,Hotel Name
337,Cabedelo,BR,72.27,clear sky,-6.9811,-34.8339,Hotel Pigalle
339,Lavrentiya,RU,53.53,clear sky,65.5833,-171.0,
340,Praya,CV,75.74,broken clouds,14.9215,-23.5087,LT Aparthotel
341,Sorland,NO,52.3,light rain,67.667,12.6934,Sjybrygga fiskecamp
342,Desna,UA,64.92,overcast clouds,50.9273,30.7605,Бомж-Ти-Хаус
344,Petersburg,US,75.85,clear sky,37.2279,-77.4019,Hilton Garden Inn Richmond South/Southpark
345,Ketchikan,US,54.5,moderate rain,55.3422,-131.6461,Snows Cove Lodge
346,Kolokani,ML,75.04,scattered clouds,13.5728,-8.0339,Lycee Famolo Coulibalibali De Kolokani
347,Meshcherino,RU,57.02,broken clouds,55.1957,38.36,Little Village
348,Olafsvik,IS,52.5,overcast clouds,64.8945,-23.7142,Hotel Olafsvik
349,Elko,US,87.75,broken clouds,41.0002,-115.5012,
350,Grand Gaube,MU,68.38,scattered clouds,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
351,Warri,NG,72.72,overcast clouds,5.5167,5.75,BON Hotel Delta
352,Dubrovytsya,UA,60.96,broken clouds,51.5744,26.565,Druzhba
353,Barentu,ER,67.32,overcast clouds,15.1139,37.5928,
355,Tugulym,RU,60.87,light rain,57.0591,64.6425,
356,Kalat,PK,73.72,broken clouds,29.0225,66.5916,PHE Rest House
357,Ulladulla,AU,61.88,broken clouds,-35.35,150.4667,Sandpiper Motel
358,Nongan,CN,88.21,few clouds,44.382,125.1685,Quanhu Resort
359,Port-Gentil,GA,74.46,overcast clouds,-0.7193,8.7815,Fengshui Residence
360,Kalmunai,LK,84.27,overcast clouds,7.4167,81.8167,VS Villa
361,Cape Canaveral,US,80.98,overcast clouds,28.4058,-80.6048,Residence Inn by Marriott Cape Canaveral Cocoa Beach
362,Boa Vista,BR,78.78,broken clouds,2.8197,-60.6733,Aipana Plaza Hotel
363,Saint-Francois,FR,70.18,broken clouds,46.4154,3.9054,Manoir Du Bonheur
364,Dingle,PH,84.63,overcast clouds,10.9995,122.6711,SEGAYA PROPERTY
365,Arlit,NE,83.88,overcast clouds,18.7369,7.3853,Case de Passage De la Prefecture
366,Sapa,PH,85.8,few clouds,5.1544,120.3241,
367,Sooke,CA,73.29,scattered clouds,48.3746,-123.7276,Sooke Harbour House Hotel & Resort
368,Jumla,NP,66.92,overcast clouds,29.2747,82.1838,"अन्नी घर, जुम्ला - Anni Ghar"
369,Jalu,LY,77.04,clear sky,29.0331,21.5482,صاحبة الفخامة
370,Koulikoro,ML,76.42,scattered clouds,14.0,-7.75,
371,Hasaki,JP,90.28,clear sky,35.7333,140.8333,Hotel Sunrise Choshi
372,Djambala,CG,65.46,overcast clouds,-2.5447,14.7533,Hotel Ravin D'or
373,Moroni,KM,75.31,clear sky,-11.7022,43.2551,Hotel les Arcades
374,Aquiraz,BR,80.69,scattered clouds,-3.9014,-38.3911,Pousada Rua Camurupim
375,Tari,NG,75.04,overcast clouds,12.4086,4.4914,
376,Palauig,PH,82.09,light rain,15.435,119.9045,Myhousebythesea
377,Severo-Kurilsk,RU,57.9,broken clouds,50.6789,156.125,Kak Doma
378,Batemans Bay,AU,60.91,broken clouds,-35.7167,150.1833,Batemans Bay Marina Resort
379,Ternate,ID,83.82,overcast clouds,0.8,127.4,Grand Dafam Bela Ternate
380,Fort Nelson,CA,69.39,broken clouds,58.8053,-122.7002,The Fort Nelson Hotel
381,Novopskov,UA,62.31,clear sky,49.5464,39.0899,"Sanatorno-Ozdorovchyy Kompleks ""Perlyna"""
382,Pontes E Lacerda,BR,71.46,clear sky,-15.2261,-59.3353,Hotel Bressan
383,Belmonte,BR,66.7,overcast clouds,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
385,Tura,IN,76.84,overcast clouds,25.5198,90.2201,Hotel RIKMAN Continental
387,Mayang Imphal,IN,80.65,mist,24.6167,93.8833,Ningthoujam leirak
388,Alcudia,ES,82.2,scattered clouds,39.8532,3.1214,Zafiro Tropic
389,Ambilobe,MG,59.95,clear sky,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
390,Kokopo,PG,86.32,broken clouds,-4.352,152.2633,Kokopo Beach Bungalow Resort
391,Axim,GH,75.31,overcast clouds,4.8699,-2.2405,AXIM BEACH RESORT AND SPA
392,Byron Bay,AU,73.06,clear sky,-28.65,153.6167,Backpackers Inn on the Beach
393,Coro,VE,78.73,broken clouds,11.4045,-69.6734,Federal
394,Polunochnoye,RU,59.59,broken clouds,60.8697,60.4153,
395,Waynesville,US,72.0,clear sky,35.4887,-82.9887,Best Western Smoky Mountain Inn
396,Malindi,KE,75.54,few clouds,-3.2175,40.1191,African House Resort
397,Araxa,BR,60.76,clear sky,-19.5933,-46.9406,Plaza Inn Flat Araxá
399,Smithers,CA,61.12,light rain,54.7804,-127.1743,"Prestige Hudson Bay Lodge, Premier Collection"
401,San Cristobal,VE,66.33,broken clouds,7.7669,-72.225,Posada Villaven C.A.
402,San Policarpo,PH,85.89,overcast clouds,12.1791,125.5072,JM Lodge
403,Durres,AL,62.78,clear sky,41.3231,19.4414,Palace Hotel & Spa Durrës
404,Rivadavia,AR,55.87,clear sky,-33.1905,-68.4608,Posada Del Fin Del Mundo
405,Haines Junction,CA,66.15,scattered clouds,60.7522,-137.5108,Parkside Inn
406,Hami,CN,88.34,broken clouds,42.8,93.45,Laoyutang Resort
407,Tuatapere,NZ,55.81,broken clouds,-46.1333,167.6833,Ron and Tony's Bed & Breakfast
408,Kerema,PG,78.06,overcast clouds,-7.9631,145.7785,Frena Lodge
409,Makakilo City,US,82.56,scattered clouds,21.3469,-158.0858,Marriott's Ko Olina Beach Club
410,Lethem,GY,75.09,overcast clouds,3.3803,-59.7968,Savannah Inn
412,Salinopolis,BR,77.63,clear sky,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
413,Lucapa,AO,60.69,clear sky,-8.4192,20.7447,Residência Ulisses Dos Santos
414,Bukachacha,RU,69.19,light rain,52.9833,116.9167,
415,Derzhavinsk,KZ,81.3,overcast clouds,51.1,66.3167,Ooo.khim Baza
416,Vestmannaeyjar,IS,53.31,overcast clouds,63.4427,-20.2734,Glamping & Camping
417,Piacabucu,BR,71.38,overcast clouds,-10.4056,-36.4344,Piaçabuçu News
418,Abaete,BR,57.45,clear sky,-19.16,-45.4458,Hotel Millenium
419,Autun,FR,66.65,moderate rain,46.95,4.3,Les Ursulines Hotel
420,Maceio,BR,69.24,broken clouds,-9.6658,-35.7353,Poutur Pousada
421,Ankang,CN,82.04,overcast clouds,32.68,109.0172,安琪酒店
422,Baruun-Urt,MN,81.07,clear sky,46.6806,113.2792,Ахмадын амралт сувилал
423,Kieta,PG,84.25,light rain,-6.2167,155.6333,Uruna Bay Retreat
424,Sevierville,US,79.02,few clouds,35.8681,-83.5618,The Lodge at Five Oaks
425,Saurimo,AO,56.07,clear sky,-9.6608,20.3916,Hotel Kawissa Saurimo
426,Williston,US,84.61,clear sky,48.147,-103.618,Hampton Inn & Suites Williston
427,Cristalina,BR,55.58,few clouds,-16.7686,-47.6136,HOTEL TOPAZIO
428,Bat Khela,PK,89.1,clear sky,34.6167,71.9714,Electric and pipe fitting
429,Jipijapa,EC,69.3,broken clouds,-1.3333,-80.5833,Hotel Los Ceibos Jipijapa
430,Areosa,PT,65.32,scattered clouds,41.7178,-8.8571,Hotel Flôr de Sal
431,Igrim,RU,59.38,clear sky,63.1906,64.4162,Obshchezhitiye Uchebno-Proizvodstvennogo Tsentra
432,Qurbus,TN,77.34,clear sky,36.8167,10.5687,اقامةالمياه المعدنية
433,Ahipara,NZ,59.27,clear sky,-35.1667,173.1667,Ahipara Holiday Park
434,Tomatlan,MX,79.66,overcast clouds,19.9333,-105.25,El Salvial
435,Temiscaming,CA,63.95,few clouds,46.7212,-79.0971,Auberge Canadienne
436,Ann Arbor,US,72.45,mist,42.2776,-83.7409,The University Inn Ann Arbor
437,Palm Harbor,US,85.8,scattered clouds,28.0781,-82.7637,"Innisbrook, A Salamander Golf and Spa Resort"
438,Bharatpur,IN,90.55,overcast clouds,27.2167,77.4833,OYO 22446 Sonar Haveli
439,Emilio Carranza,MX,78.1,clear sky,19.9711,-96.6114,casa carranza
440,Bay Roberts,CA,58.51,overcast clouds,47.5999,-53.2648,Stonewall Inn
441,Marquette,US,69.67,broken clouds,46.5333,-87.6335,Al Quaal Lodge
442,San Vicente,AR,57.65,clear sky,-26.6167,-54.1333,Complejo Turístico Farelluk
443,Ust-Kuyga,RU,69.76,scattered clouds,70.0167,135.6,
444,Qarqin,AF,92.73,clear sky,37.4185,66.0436,
445,Tarancon,ES,68.49,clear sky,40.0085,-3.0073,hotel castilla
446,Gandu,BR,59.76,broken clouds,-13.7439,-39.4867,Pousada Duarte
447,Gamboma,CG,71.94,scattered clouds,-1.8764,15.8644,Residence N'Keni
448,Mercedes,AR,63.01,overcast clouds,-34.6515,-59.4307,Posada del Inti Centro
449,Crotone,IT,70.93,clear sky,39.0851,17.1178,Helios Hotel
452,Micomeseng,GQ,67.84,overcast clouds,2.1462,10.6164,
453,Stornoway,GB,56.93,broken clouds,58.2093,-6.3865,Caladh Inn
454,Bilma,NE,86.95,clear sky,18.6853,12.9164,Expeditions Ténére voyages
455,Mumias,KE,60.67,broken clouds,0.3351,34.4864,Mumias Sugar Guesthouse
456,Santa Catalina,PH,84.96,broken clouds,9.3337,122.8637,BreakWater Beach Sta Catalina Negros Oriental
457,Rusanesti,RO,64.85,broken clouds,43.9333,24.6,La Străbunica
458,San Matias,BO,74.34,clear sky,-16.3667,-58.4,"HOTEL ""SAN JOSE"""
459,Javornik,CZ,64.65,scattered clouds,50.3908,17.0027,Hotel Taverna
460,Fuerte Olimpo,PY,71.82,clear sky,-21.0415,-57.8738,Hospedaje DAMI
461,Waling,NP,79.52,overcast clouds,27.9833,83.7667,River Side
462,Qinhuangdao,CN,84.18,clear sky,39.9317,119.5883,Qinhuangdao Peninsula Seasons Hotel And Apartment
463,Anadyr,RU,55.9,light rain,64.75,177.4833,"Гостиница ""Анадырь"""
464,Porto Santo,PT,71.31,scattered clouds,33.072,-16.3415,Hotel Porto Santo & Spa
465,Kenora,CA,79.77,smoke,49.8167,-94.4337,Maynard Lake Lodge
466,Guerrero Negro,MX,70.7,broken clouds,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
467,Sao Borja,BR,59.79,clear sky,-28.6606,-56.0044,Hotel Executivo
468,Bow Island,CA,80.62,clear sky,49.8668,-111.3684,Pleasant View Lodge
469,Samarai,PG,81.1,broken clouds,-10.6167,150.6667,Nuli Sapi
470,Billings,US,85.15,clear sky,45.7833,-108.5007,Best Western Plus Clocktower Inn
471,Barra Patuca,HN,79.09,broken clouds,15.8,-84.2833,
472,Lagoa,PT,69.98,overcast clouds,39.05,-27.9833,Casa Das Faias
473,Parabel,RU,74.17,clear sky,58.6978,81.4825,Housing Complex Gazprom Transgaz Tomsk
474,Ugoofaaru,MV,82.56,overcast clouds,5.6667,73.0,Ungoofaaru Inn
476,Honiara,SB,83.68,scattered clouds,-9.4333,159.95,Heritage Park Hotel
477,Yuzhno-Kurilsk,RU,68.68,broken clouds,44.0306,145.8556,Guesthouse Berloga
479,Kaitong,CN,92.17,scattered clouds,44.8135,123.15,Jinhe Fashion Hotel
480,Gigmoto,PH,86.77,light rain,13.7796,124.39,Cj's Travellers Inn
481,Natal,BR,75.42,overcast clouds,-5.795,-35.2094,Villa Park Hotel | Natal
482,Klyuchi,RU,70.84,overcast clouds,52.2667,79.1667,Vesolaya Mayovka
483,Lagoa Santa,BR,61.77,clear sky,-19.6272,-43.8897,Hotel Lund
484,Wanning,CN,87.35,scattered clouds,18.8003,110.3967,Paradise Hotel
485,Kudahuvadhoo,MV,82.63,moderate rain,2.6708,72.8944,Niyama Private Islands Maldives
486,Hamilton,US,74.37,scattered clouds,39.1834,-84.5333,Six Acres Bed & Breakfast
487,Bereda,ES,61.41,overcast clouds,43.2686,-7.5406,Pazo de Verdes
488,Veraval,IN,83.21,overcast clouds,20.9,70.3667,Lords Inn Somnath
490,Beruwala,LK,80.2,scattered clouds,6.4788,79.9828,The Palms Hotel
491,Mizdah,LY,69.04,clear sky,31.4451,12.9801,محمدالمبروك الاريقط
492,Sovetskaya Gavan,RU,81.03,overcast clouds,48.9723,140.2878,"Хостел ""Пилигрим"""
493,Janakkala,FI,51.48,clear sky,60.9,24.6,Sun Hotels Oy
494,Okmulgee,US,84.92,clear sky,35.6234,-95.9605,"Holiday Inn Express & Suites Okmulgee, an IHG Hotel"
495,San Juan,AR,56.32,clear sky,-31.5375,-68.5364,Hotel Provincial
496,Alta Floresta,BR,71.46,few clouds,-9.8756,-56.0861,Floresta Amazonica Hotel
498,Asau,RO,62.76,overcast clouds,46.4333,26.4,Casa Mika Ciobanus
499,Rosetta,EG,76.82,clear sky,31.4044,30.4164,Green Valley
500,Dalnerechensk,RU,97.86,overcast clouds,45.9339,133.7225,"Royal Cafe, Bar, Hotel"
501,Kurchum,KZ,76.82,scattered clouds,48.5722,83.6542,"Gostinitsa ""Kneda"""
502,Dhidhdhoo,MV,81.81,moderate rain,6.8833,73.1,Dhidhoo beach
503,Kayes,ML,75.63,broken clouds,14.0,-11.0,
504,Moose Factory,CA,73.4,clear sky,51.2585,-80.6094,Moosonee Lilypad
505,Padang,ID,82.45,overcast clouds,-0.9492,100.3543,Mercure Padang
506,Poya,NC,79.95,clear sky,-21.35,165.15,
507,Kokkola,FI,60.93,clear sky,63.8385,23.1307,Hotel Kokkola
508,Ulaanbaatar,MN,71.73,clear sky,47.9077,106.8832,The Blue Sky Hotel and Tower
509,Talnakh,RU,66.81,light rain,69.4865,88.3972,Talnakh Hotel
510,Zyryanskoye,RU,71.51,scattered clouds,56.8306,86.6258,
511,Guarapari,BR,64.29,broken clouds,-20.6667,-40.4975,Hotel Porto do Sol
512,Kibre Mengist,ET,58.39,light rain,5.8833,38.9833,Gunbuur Motel
513,Bolu,TR,52.59,clear sky,40.6667,31.5833,Sefa Green Hotel
514,Humberto De Campos,BR,73.81,few clouds,-2.5983,-43.4611,Pousada do Cabeça
516,Murgab,TM,78.67,clear sky,37.4966,61.9714,
517,Asmar,AF,86.79,clear sky,35.0333,71.3581,
518,Nome,US,53.17,scattered clouds,64.5011,-165.4064,Dredge 7 Inn
519,Ust-Nera,RU,69.69,overcast clouds,64.5667,143.2,Hotel Ust-Nera
520,Xiaoyi,CN,87.44,scattered clouds,34.6178,109.703,
522,Maxixe,MZ,59.49,light rain,-23.8597,35.3472,Oceano
523,Yar-Sale,RU,56.5,clear sky,66.8333,70.8333,Yalemd
524,Pacific Grove,US,70.81,scattered clouds,36.6177,-121.9166,Lovers Point Inn
525,Panzhihua,CN,80.89,overcast clouds,26.5851,101.7128,Electric Power Hotel
526,North Bend,US,63.88,clear sky,43.4065,-124.2243,Red Lion Hotel Coos Bay
527,Puerto Princesa,PH,89.38,overcast clouds,9.7392,118.7353,Deep Forest Garden Inn
528,Jinchang,CN,87.01,few clouds,38.4953,102.1739,Mingshihui Jinchang International Hotel
529,Emerald,AU,74.34,clear sky,-23.5333,148.1667,The Irish Village
530,Husavik,IS,58.91,broken clouds,66.0449,-17.3389,Bjarnabúð
531,Rio Grande,BR,59.65,light rain,-32.035,-52.0986,Hotel Atlântico Rio Grande
532,Novouzensk,RU,66.51,clear sky,50.4592,48.1431,
533,Horki,BY,54.99,clear sky,54.2861,30.9842,Sauna V Gorkakh. Zhil'ye.
534,Sabang,ID,83.61,overcast clouds,5.8933,95.3214,Hotel Citra
535,Durango,MX,65.53,overcast clouds,24.8333,-104.8333,
536,Tecoanapa,MX,80.92,overcast clouds,16.5167,-98.75,Hotel Manglares
537,Felanitx,ES,80.96,overcast clouds,39.4696,3.1483,Petit Hotel Hostatgeria Sant Salvador
538,Weatherford,US,86.79,clear sky,32.7593,-97.7972,"Candlewood Suites Weatherford, an IHG Hotel"
539,Palmer,US,65.46,scattered clouds,42.1584,-72.3287,Wedgewood Motel
540,Kishi,NG,68.47,overcast clouds,9.0833,3.85,New NCCF KISI
541,Chai Badan,TH,71.83,light rain,15.2,101.1333,Narai Grand Hotel
542,Krasnorechenskiy,RU,93.81,few clouds,44.6265,135.3532,
543,Lalibela,ET,57.11,light rain,12.0333,39.0333,Honey Land Hotel Lalibela
544,Akyab,MM,84.22,overcast clouds,20.15,92.9,Hotel Memory
545,Vorotynets,RU,53.78,scattered clouds,56.0603,45.8633,"Hotel ""553 km"""
546,Itapora,BR,65.48,clear sky,-22.0799,-54.7874,Hotel Santa Fé
547,Cotonou,BJ,78.78,scattered clouds,6.3654,2.4183,Novotel Cotonou Orisha
548,Nerchinskiy Zavod,RU,72.81,clear sky,51.3088,119.61,Tat'yana
549,Elizabeth City,US,77.02,broken clouds,36.2946,-76.2511,Hampton Inn Elizabeth City
550,Angoche,MZ,72.23,overcast clouds,-16.2325,39.9086,Guest House HESADA
551,Marsa Matruh,EG,77.2,clear sky,31.3525,27.2453,Beau Site
552,Marovoay,MG,64.54,clear sky,-16.1,46.6333,
553,Shirwal,IN,71.78,overcast clouds,18.1333,73.9833,HOTEL PRIYANKA BAR AND LODGING
554,Zholymbet,KZ,77.36,clear sky,51.7433,71.7122,
555,Dudinka,RU,67.86,overcast clouds,69.4058,86.1778,Hotel Viktoria
556,Kununurra,AU,89.58,broken clouds,-15.7667,128.7333,Hotel Kununurra
557,Aktas,KZ,74.95,clear sky,49.7789,72.9608,
558,Xuchang,CN,83.28,broken clouds,34.0167,113.8167,Super 8 Hotel
559,Kargasok,RU,75.07,clear sky,59.0556,80.8572,Hotel Kargasok
560,Yumen,CN,83.03,light rain,40.2833,97.2,
561,Zhengjiatun,CN,89.51,clear sky,43.5064,123.5064,Siping Hexiang Hotel
562,Estelle,US,88.0,overcast clouds,29.8458,-90.1067,Boomtown Casino & Hotel New Orleans
564,Brae,GB,53.51,overcast clouds,60.3964,-1.353,Busta House Hotel
566,Santa Maria,BR,52.9,clear sky,-29.6842,-53.8069,Hotel Morotin
567,Meulaboh,ID,82.69,light rain,4.1363,96.1285,Kost Pria
568,Amherst,US,73.49,scattered clouds,41.3978,-82.2224,Days Inn by Wyndham Amherst
569,Khalkhal,IR,61.61,clear sky,37.6189,48.5258,Khalkhal Tourist Hotel
570,Santa Luzia,BR,61.7,clear sky,-19.7697,-43.8514,Pousada Chao Earth
571,Nogliki,RU,70.95,broken clouds,51.8333,143.1667,"Hotel ""Nogliki"""
572,Pozo Colorado,PY,69.69,clear sky,-23.4923,-58.7972,Hospedaje la Amistad
573,Kyshtovka,RU,74.26,scattered clouds,56.555,76.6271,Uyutnaya Mini-Hotel
574,Mecca,SA,86.95,overcast clouds,21.4267,39.8261,"Makkah Clock Royal Tower, A Fairmont Hotel"
575,Tastur,TN,82.02,clear sky,36.5513,9.4431,"ouled slema,Testour"
577,Aykhal,RU,65.19,overcast clouds,66.0,111.5,
578,Yinchuan,CN,84.72,scattered clouds,38.4681,106.2731,JJ Inns - Yinchuan New Moon Square Branch
579,Belyy Yar,RU,73.29,clear sky,53.6039,91.3903,Pasportnyy Stol
580,Wenling,CN,75.85,light rain,28.3669,121.36,Hanting Express Wenling Wanchang North Road
581,Margate,GB,64.31,overcast clouds,51.3813,1.3862,Premier Inn Margate hotel
582,Paoua,CF,66.92,overcast clouds,7.2427,16.4406,Quartier Paoua Elien
583,Qianan,CN,91.08,broken clouds,44.9932,124.0581,Qian'an Hotel
584,Bogalusa,US,83.7,clear sky,30.791,-89.8487,Traveler's Rest Motel
585,Hualmay,PE,62.6,scattered clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
586,Severo-Yeniseyskiy,RU,76.17,clear sky,60.3725,93.0408,Aktolik
587,Cayenne,GF,80.1,clear sky,4.9333,-52.3333,Hôtel Le Dronmi
588,Eureka,US,61.2,clear sky,40.8021,-124.1637,Eureka Inn Trademark By Wyndham
589,Luwuk,ID,83.55,overcast clouds,-0.9516,122.7875,Hotel Santika Luwuk
590,Ardatov,RU,54.07,broken clouds,55.2421,43.097,Avtostantsiya Ardatov
591,Conde,BR,71.06,clear sky,-7.2597,-34.9075,Pousada Beija Flor
592,Bose,IT,73.29,broken clouds,45.4612,8.0137,Locanda Borgo Antico
593,Sept-Iles,CA,61.05,broken clouds,50.2001,-66.3821,Comfort Inn
594,Irece,BR,63.95,scattered clouds,-11.3042,-41.8558,RADAR INN HOTEL
595,Cururupu,BR,73.02,clear sky,-1.8283,-44.8683,POUSADA TRAVÉS'CIA
596,Zhezkazgan,KZ,85.3,clear sky,47.8043,67.7144,Hotel Zumrat
597,Kansanshi,ZM,55.31,broken clouds,-12.0951,26.4273,
598,Pochutla,MX,81.82,overcast clouds,15.7432,-96.4661,Hotel Posada San Jose
599,Beira,MZ,66.29,scattered clouds,-19.8436,34.8389,Beira Terrace Hotel
600,Kyrylivka,UA,67.89,clear sky,46.3759,35.3675,"Rok-Hotelʹ ""Kleopatra"""
601,Jacareacanga,BR,77.88,scattered clouds,-6.2222,-57.7528,Casa do Ian😎
602,Sandakan,MY,87.48,few clouds,5.8402,118.1179,Hotel Sandakan
603,Lebork,PL,58.91,clear sky,54.5392,17.7501,Vega
604,Regeneracao,BR,69.17,clear sky,-6.2378,-42.6883,Hotel KANAYRA
605,Carballo,ES,64.0,broken clouds,43.213,-8.691,Pazo do Souto
606,Hervey Bay,AU,77.11,few clouds,-25.2986,152.8535,Shelly Bay Resort
607,Ballybofey,IE,61.21,broken clouds,54.8,-7.7833,"Jackson's Hotel, Conference & Leisure Centre"
608,Terrace,CA,59.43,light rain,54.5163,-128.6035,Northern Motor Inn
609,Khasan,RU,82.0,scattered clouds,42.4308,130.6434,
610,Lensk,RU,78.04,clear sky,60.7253,114.9278,ТинОрС
611,Pimentel,PE,64.99,broken clouds,-6.8367,-79.9342,Casona Del Muelle
612,Dinghai,CN,90.52,overcast clouds,26.2847,119.7936,
614,Kargala,RU,73.71,overcast clouds,56.6208,83.9607,
615,Aleksandrovskoye,RU,64.54,scattered clouds,44.7142,43.0008,Mini hotel Tranzit
616,Yelizovo,RU,71.74,broken clouds,53.1873,158.3805,Kamchatskiy Stil' Hostel
617,Srednekolymsk,RU,67.28,broken clouds,67.45,153.6833,
618,Mandera,KE,74.79,overcast clouds,3.9366,41.867,Kornesh Hotel and Lodging
620,Balkhash,KZ,77.61,clear sky,46.844,74.9804,Family
621,Kaitangata,NZ,52.93,few clouds,-46.2817,169.8464,Kaitangata Motor Camp
622,Manokwari,ID,76.51,moderate rain,-0.8667,134.0833,Swiss Belhotel Manokwari
624,Otake,JP,85.69,overcast clouds,34.2,132.2167,Iwakuni Kokusai Kanko Hotel
625,Andapa,MG,57.47,scattered clouds,-14.65,49.65,Ramanandraibe Andapa
626,Arica,CL,61.03,overcast clouds,-18.475,-70.3042,Hostal Jardin Del Sol
627,Radchenko,RU,54.07,overcast clouds,56.6803,36.3718,Ostrov Park-Botel
628,Balkanabat,TM,85.87,clear sky,39.5108,54.3671,Nebitchi Hotel
629,Ossora,RU,58.75,broken clouds,59.2353,163.0719,
630,Bardiyah,LY,76.21,clear sky,31.7561,25.0865,بورتو بردية
631,Sheregesh,RU,72.32,broken clouds,52.9209,87.9869,Akvilon Hotel
632,Saskatoon,CA,76.98,few clouds,52.1168,-106.6345,Sheraton Cavalier Saskatoon Hotel
633,Mazatlan,MX,86.02,few clouds,23.2167,-106.4167,Hotel Playamar
634,Nueve De Julio,AR,54.55,overcast clouds,-35.4444,-60.8831,Grand Hotel Libertad - GHL
635,Menzelinsk,RU,61.84,clear sky,55.7271,53.1026,Odzun
636,Nogales,MX,74.35,overcast clouds,31.3086,-110.9422,Hotel Marqués De Cima
637,Uzhur,RU,67.57,overcast clouds,55.3036,89.8339,"Gostinitsa ""Turist"""
638,Arbagar,RU,67.08,broken clouds,51.9438,116.2805,
639,Buraydah,SA,90.05,clear sky,26.326,43.975,فندق راحة السلام
640,Corner Brook,CA,55.53,overcast clouds,48.9667,-57.9484,Glynmill Inn
641,Lesnoy,RU,63.18,overcast clouds,57.6198,63.0784,Apartamenty Na Sovetskoy
642,Madinat Sittah Uktubar,EG,78.4,clear sky,29.8167,31.05,Happy Kennel Academy
643,Bilibino,RU,63.19,overcast clouds,68.0546,166.4372,Gostinitsa Severyanka
644,Selizharovo,RU,55.29,overcast clouds,56.8519,33.4487,Cottage in Kubyshkino
645,Baykit,RU,80.58,scattered clouds,61.67,96.37,
646,Port-De-Bouc,FR,79.02,clear sky,43.4,4.9833,HOTEL RESIDENCE LES AIGUADES
647,Maraa,BR,72.84,overcast clouds,-1.8333,-65.3667,
648,Belgrade,RS,64.06,clear sky,44.804,20.4651,Saruna Wellness - Hotel Park Belgrade
649,Sechura,PE,65.46,clear sky,-5.5569,-80.8222,Hospedaje Costa Bella
650,Ponta Delgada,PT,70.52,mist,37.7333,-25.6667,Vila Nova Hotel
651,Snasa,NO,50.54,overcast clouds,64.2457,12.3778,Snåsa Hotell AS
652,Joshimath,IN,78.87,broken clouds,30.5667,79.5667,Shivalik Camps & Resort
653,Nalut,LY,77.02,clear sky,30.3333,10.85,
654,Moosomin,CA,64.65,clear sky,50.1333,-101.6677,Motel 6
656,Mount Isa,AU,74.97,clear sky,-20.7333,139.5,ibis Styles Mt Isa Verona
657,Mandawar,IN,89.62,scattered clouds,29.5,78.1333,Taj Hotel
658,Calabozo,VE,73.83,overcast clouds,8.9242,-67.4293,Hotel Giardini
659,Chapais,CA,58.78,scattered clouds,49.7834,-74.8492,Hôtel Opémiska
660,Tombouctou,ML,87.22,few clouds,20.0,-3.0,
661,Bognor Regis,GB,64.51,moderate rain,50.7821,-0.6798,Royal Norfolk Hotel
662,Iracoubo,GF,77.29,broken clouds,5.4802,-53.2011,Le Gîte d’Iracoubo
663,Shimanovsk,RU,83.32,scattered clouds,52.0,127.7,Гостиница Домашняя
664,Afsin,TR,58.28,clear sky,38.2477,36.914,Afsin Ogretmenevi ASO
665,Nizhniy Ingash,RU,76.73,clear sky,56.2,96.53,Gostinitsa Bayazet
